ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,Q_TotalDuration,CONSENT Ê This study investigates language and perception. You will be asked to look at a picture...,"On the next screen, you will be shown a picture of a hand for a few seconds. Ê The gesture you wi...",OnIndex-Bottom_0008.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Bottom_0017.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Bottom_0026.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Bottom_0035.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Bottom_0044.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Bottom_0053.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Bottom_0062.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Bottom_0071.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Bottom_0080.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Middle_0008.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Middle_0017.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Middle_0026.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Middle_0035.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Middle_0044.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Middle_0053.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Middle_0062.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Middle_0071.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Middle_0080.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Top_0008.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Top_0017.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Top_0026.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Top_0035.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Top_0044.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Top_0053.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Top_0062.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Top_0071.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnIndex-Top_0080.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Bottom_0008.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Bottom_0017.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Bottom_0026.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Bottom_0035.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Bottom_0044.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Bottom_0053.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Bottom_0062.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Bottom_0071.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Bottom_0080.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Middle_0008.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Middle_0017.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Middle_0026.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Middle_0035.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Middle_0044.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Middle_0053.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Middle_0062.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Middle_0071.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Middle_0080.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Top_0008.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Top_0017.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Top_0026.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Top_0035.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Top_0044.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Top_0053.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Top_0062.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Top_0071.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,OnPinkie-Top_0080.png,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,The gesture you just saw characterized an object. Ê What do you think the gesture was about?,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,"Do you have any questions, comments or ideas you want to share with respect to the gesture you ju...",What is 4 + 17? Please type in your answer:,What is your age?,What is your gender?,Are you left or right-handed?,What is your native language / your native languages? Your native language(s) is what you spoke a...,Thank you for participating in this study! Click the link below to retrieve a cody. Please copy a...,Display Order: Block Randomizer FL_3,Display Order: The gesture you just saw characterized an object. Ê What do you think the gesture was about?,LocationLatitude,LocationLongitude,LocationAccuracy
R_28ZKE8XSGGqqU0t,Default Response Set,Anonymous,,,72.224.95.80,0,01/02/2017 14:26,01/02/2017 14:27,1,110,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,No questions,21,35,female,right-handed,English,1,OnPinkie-Bottom_0017,2|1,43.57809448,-70.32170105,-1
R_2SvOYcVGzAW7ERW,Default Response Set,Anonymous,,,75.32.5.219,0,01/02/2017 14:26,01/02/2017 14:28,1,104,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><strong><span style=""font-size:16px;"">The shape of an object</span></strong></div> / ",1,2,3,4,"Looked like the letter  ""C"".",21,42,male,right-handed,English,1,OnPinkie-Top_0044,2|1,32.97219849,-96.73760223,-1
R_2woBauzySH7OGbm,Default Response Set,Anonymous,,,68.227.247.172,0,01/02/2017 14:11,01/02/2017 14:28,1,1028,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,ni,21,68,female,left-handed,en,1,OnPinkie-Middle_0062,2|1,33.50759888,-112.0582962,-1
R_zdNiZmrUziiG8Vj,Default Response Set,Anonymous,,,131.96.210.204,0,01/02/2017 14:26,01/02/2017 14:28,1,116,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><strong><span style=""font-size:16px;"">The shape of an object</span></strong></div> / ",1,2,3,4,,21,22,male,left-handed,english,1,OnPinkie-Top_0035,1|2,33.7480011,-84.38580322,-1
R_3fpe7fvnbpdvDMI,Default Response Set,Anonymous,,,108.238.29.79,0,01/02/2017 14:27,01/02/2017 14:29,1,91,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><strong><span style=""font-size:16px;"">The shape of an object</span></strong></div> / ",1,2,3,4,No,21,27,male,right-handed,English,1,OnIndex-Middle_0035,1|2,39.44110107,-81.34660339,-1
R_3fri5Z1dRP4hSsb,Default Response Set,Anonymous,,,68.227.247.172,0,01/02/2017 14:11,01/02/2017 14:29,1,1084,1,1,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,dick length,21,33,male,left-handed,en,1,OnIndex-Bottom_0035,2|1,33.50759888,-112.0582962,-1
R_vdYAxGUhFvoP7mp,Default Response Set,Anonymous,,,69.251.178.236,0,01/02/2017 14:28,01/02/2017 14:29,1,88,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><strong><span style=""font-size:16px;"">The shape of an object</span></strong></div> / ",1,2,3,4,no,21,29,male,right-handed,English,1,OnPinkie-Bottom_0080,2|1,39.0059967,-77.10250092,-1
R_1H6K6AvOh5ojXtf,Default Response Set,Anonymous,,,108.210.12.140,0,01/02/2017 14:27,01/02/2017 14:30,1,163,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><strong><span style=""font-size:16px;"">The shape of an object</span></strong></div> / ",1,2,3,4,no,21,44,female,right-handed,english,1,OnIndex-Middle_0071,1|2,38.61340332,-90.29070282,-1
R_3HANkELrxVxi0fO,Default Response Set,Anonymous,,,99.17.81.109,0,01/02/2017 14:31,01/02/2017 14:33,1,144,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,"Looked like he was trying to say, ""its this big""",21,30,female,right-handed,english,1,OnIndex-Middle_0026,1|2,35.85719299,-84.0177002,-1
R_3QY5OmJFa4jPrrN,Default Response Set,Anonymous,,,96.35.98.152,0,01/02/2017 14:34,01/02/2017 14:36,1,92,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,none,21,29,male,right-handed,english,1,OnPinkie-Middle_0053,2|1,42.45809937,-83.94680023,-1
R_1k1YvNohbfQJejb,Default Response Set,Anonymous,,,67.175.149.75,0,01/02/2017 14:35,01/02/2017 14:36,1,70,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><strong><span style=""font-size:16px;"">The shape of an object</span></strong></div> / ",1,2,3,4,none,21,31,male,right-handed,English,1,OnIndex-Bottom_0053,2|1,39.88540649,-85.97380066,-1
R_1F4IYZRn3lAPt6U,Default Response Set,Anonymous,,,73.100.32.214,0,01/02/2017 14:36,01/02/2017 14:38,1,119,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><strong><span style=""font-size:16px;"">The shape of an object</span></strong></div> / ",1,2,3,4,Thank you!,21,46,male,ambidextrous,English,1,OnPinkie-Top_0008,1|2,43.25549316,-70.88289642,-1
R_1Ia2PcvFsc2gnQu,Default Response Set,Anonymous,,,72.161.134.79,0,01/02/2017 14:36,01/02/2017 14:38,1,118,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,,21,39,male,left-handed,English,1,OnPinkie-Bottom_0080,2|1,38.78590393,-90.78610229,-1
R_UY02C6DBUjdnoMp,Default Response Set,Anonymous,,,98.200.254.115,0,01/02/2017 14:41,01/02/2017 14:43,1,90,1,1,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,"Not that I can of, the last statement sums it up.",21,33,male,right-handed,English,1,OnIndex-Bottom_0017,2|1,29.67959595,-95.20339966,-1
R_1dcOZwPjOzk34v6,Default Response Set,Anonymous,,,96.32.109.175,0,01/02/2017 14:43,01/02/2017 14:43,1,43,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,,21,34,male,right-handed,English,1,OnPinkie-Top_0062,2|1,34.86010742,-82.24639893,-1
R_T6fhA4Vyk5BeQy5,Default Response Set,Anonymous,,,173.217.96.226,0,01/02/2017 15:54,01/02/2017 15:55,1,59,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,,21,31,female,right-handed,English,1,OnPinkie-Middle_0008,1|2,30.13459778,-93.27300262,-1
R_ZJ1XoGOD8UKxgrL,Default Response Set,Anonymous,,,24.113.245.22,0,01/02/2017 15:54,01/02/2017 15:56,1,95,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,Could be a gang sign.,21,27,male,ambidextrous,English,1,OnPinkie-Bottom_0053,2|1,47.54589844,-122.5888977,-1
R_2TszUr3I3ha2CNS,Default Response Set,Anonymous,,,172.125.226.188,0,01/02/2017 15:54,01/02/2017 15:56,1,91,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,,21,34,female,right-handed,English,1,OnIndex-Top_0053,1|2,29.55589294,-98.36519623,-1
R_31g5qTjHv0OGpzM,Default Response Set,Anonymous,,,208.107.178.21,0,01/02/2017 15:55,01/02/2017 15:56,1,93,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,No comments,21,24,female,right-handed,English,1,OnPinkie-Top_0035,2|1,43.47109985,-96.59700012,-1
R_3BCpnZkFkmYXGNz,Default Response Set,Anonymous,,,136.62.200.62,0,01/02/2017 15:55,01/02/2017 15:56,1,80,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><strong><span style=""font-size:16px;"">The shape of an object</span></strong></div> / ",1,2,3,4,No.,21,25,male,right-handed,English,1,OnIndex-Bottom_0062,1|2,30.12120056,-97.7417984,-1
R_1KkJB3OL7YlrxDx,Default Response Set,Anonymous,,,71.207.155.180,0,01/02/2017 15:54,01/02/2017 15:56,1,130,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,no,21,26,male,right-handed,English,1,OnPinkie-Middle_0026,2|1,36.72659302,-79.86669922,-1
R_1zbntZEoWbT8nnj,Default Response Set,Anonymous,,,96.253.2.99,0,01/02/2017 15:55,01/02/2017 15:57,1,127,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,It looked like it showed something was short in height or small,21,34,female,left-handed,English,1,OnIndex-Bottom_0044,1|2,41.60920715,-71.17440033,-1
R_1DCECYRJsesT587,Default Response Set,Anonymous,,,173.169.48.80,0,01/02/2017 15:56,01/02/2017 15:57,1,67,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,"<div style=""text-align: center;""><span style=""font-size:16px;""><strong>The height of an object</strong></span></div> / ",1,2,3,4,no,21,37,female,right-handed,English,1,OnPinkie-Top_0044,2|1,28.21580505,-82.6595993,-1
